Sl. No,Timestamp,Cell id,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,AP12,AP13,bc:22:28:40:8a:bc,e0:89:9d:ff:04:00,e0:89:9d:ff:04:01,10:62:eb:18:c4:b5,e0:89:9d:ff:04:0e,e0:89:9d:ff:04:0f,a6:0a:f7:eb:d2:bd,c0:5b:02:1d:00:65,36:e3:62:9c:0a:38,da:cc:e0:68:09:8c,90:8d:78:5d:7c:08,da:81:11:df:26:35
9,1657875608,T13,-90,-73,-96,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
10,1657875609,T13,-90,-73,-96,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
11,1657875610,T13,-90,-73,-96,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
12,1657875611,T13,-90,-73,-96,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
13,1657875612,T13,-90,-73,-96,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
14,1657875613,T13,-90,-73,-96,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
15,1657875614,T13,-90,-73,-96,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
16,1657875615,T13,-90,-73,-96,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
17,1657875616,T13,-90,-73,-96,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
0,1657875644,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
1,1657875645,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
2,1657875646,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
3,1657875647,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
4,1657875648,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
5,1657875649,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
6,1657875650,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
7,1657875651,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
8,1657875652,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
9,1657875653,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
10,1657875654,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
11,1657875655,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
12,1657875656,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
13,1657875657,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
14,1657875658,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
15,1657875659,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
16,1657875660,T14,-76,-69,-110,-110,-110,-94,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
0,1657875709,T15,-87,-65,-110,-89,-110,-110,-110,-110,-110,-110,-110,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
1,1657875710,T15,-87,-65,-110,-89,-110,-110,-110,-110,-110,-110,-110,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
2,1657875712,T15,-87,-65,-110,-89,-110,-110,-110,-110,-110,-110,-110,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
3,1657875713,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
4,1657875714,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
5,1657875715,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
6,1657875716,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
7,1657875717,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
8,1657875718,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
9,1657875719,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
10,1657875720,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
11,1657875721,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
12,1657875722,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
13,1657875723,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
14,1657875724,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
15,1657875725,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
16,1657875726,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
17,1657875727,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
18,1657875728,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
19,1657875729,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
20,1657875730,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
21,1657875731,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
22,1657875732,T15,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
0,1657875766,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
1,1657875767,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
2,1657875768,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
3,1657875769,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
4,1657875770,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
5,1657875771,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
6,1657875772,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
7,1657875773,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
8,1657875774,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
9,1657875775,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
10,1657875776,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
11,1657875777,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
12,1657875778,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
13,1657875779,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
14,1657875780,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
15,1657875781,T16,-80,-66,-110,-110,-83,-110,-110,-97,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
16,1657875782,T16,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
17,1657875783,T16,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
18,1657875784,T16,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
19,1657875785,T16,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
20,1657875786,T16,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
21,1657875787,T16,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
0,1657875822,T17,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
1,1657875823,T17,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
2,1657875824,T17,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
3,1657875825,T17,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
4,1657875826,T17,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
5,1657875827,T17,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
6,1657875828,T17,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
7,1657875829,T17,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
8,1657875830,T17,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
9,1657875831,T17,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
10,1657875832,T17,-85,-68,-110,-85,-110,-94,-110,-93,-89,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
11,1657875833,T17,-83,-62,-110,-85,-82,-110,-110,-110,-110,-94,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
12,1657875834,T17,-83,-62,-110,-85,-82,-110,-110,-110,-110,-94,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
13,1657875835,T17,-83,-62,-110,-85,-82,-110,-110,-110,-110,-94,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
14,1657875836,T17,-83,-62,-110,-85,-82,-110,-110,-110,-110,-94,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
15,1657875837,T17,-83,-62,-110,-85,-82,-110,-110,-110,-110,-94,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
16,1657875838,T17,-83,-62,-110,-85,-82,-110,-110,-110,-110,-94,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
17,1657875839,T17,-83,-62,-110,-85,-82,-110,-110,-110,-110,-94,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
0,1657875865,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
1,1657875866,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
2,1657875867,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
3,1657875869,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
4,1657875871,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
5,1657875873,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
6,1657875874,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
7,1657875875,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
8,1657875877,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
9,1657875878,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
10,1657875879,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
11,1657875880,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
12,1657875881,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
13,1657875882,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
14,1657875883,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
15,1657875884,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
16,1657875885,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
17,1657875886,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
18,1657875887,T18,-82,-65,-110,-110,-84,-94,-79,-110,-79,-96,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
0,1657875064,T1,-83,-92,-92,-66,-80,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
1,1657875065,T1,-83,-92,-92,-66,-80,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
2,1657875066,T1,-83,-92,-92,-66,-80,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
3,1657875067,T1,-83,-92,-92,-66,-80,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
4,1657875068,T1,-83,-92,-92,-66,-80,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
5,1657875069,T1,-83,-92,-92,-66,-80,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
6,1657875070,T1,-89,-93,-92,-61,-90,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
7,1657875071,T1,-89,-93,-92,-61,-90,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
8,1657875072,T1,-89,-93,-92,-61,-90,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
9,1657875073,T1,-89,-93,-92,-61,-90,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
10,1657875074,T1,-89,-93,-92,-61,-90,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
11,1657875075,T1,-89,-93,-92,-61,-90,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
12,1657875076,T1,-82,-93,-92,-60,-78,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
13,1657875077,T1,-82,-93,-92,-60,-78,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
14,1657875078,T1,-82,-93,-92,-60,-78,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
15,1657875079,T1,-82,-93,-92,-60,-78,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
16,1657875080,T1,-82,-93,-92,-60,-78,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
17,1657875081,T1,-82,-93,-92,-60,-78,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
0,1657875107,T2,-92,-93,-83,-55,-78,-84,-91,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
1,1657875108,T2,-92,-93,-83,-55,-78,-84,-91,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
2,1657875109,T2,-75,-93,-85,-68,-80,-74,-91,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
3,1657875110,T2,-75,-110,-85,-68,-80,-74,-91,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
4,1657875111,T2,-75,-110,-85,-68,-80,-74,-91,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
5,1657875112,T2,-75,-110,-85,-68,-80,-74,-91,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
6,1657875113,T2,-75,-110,-85,-68,-80,-74,-91,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
7,1657875114,T2,-75,-110,-85,-68,-80,-74,-91,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
8,1657875115,T2,-79,-110,-85,-63,-87,-83,-92,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
9,1657875116,T2,-79,-110,-85,-63,-87,-83,-92,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
10,1657875117,T2,-79,-110,-85,-63,-87,-83,-92,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
11,1657875118,T2,-79,-110,-85,-63,-87,-83,-92,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
12,1657875119,T2,-79,-110,-85,-63,-87,-83,-92,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
13,1657875120,T2,-79,-110,-85,-63,-87,-83,-92,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
0,1657875146,T3,-77,-110,-85,-67,-87,-82,-90,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
1,1657875147,T3,-77,-110,-85,-67,-87,-82,-90,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
2,1657875148,T3,-77,-110,-85,-67,-87,-82,-90,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
3,1657875149,T3,-77,-110,-85,-67,-87,-82,-90,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
4,1657875150,T3,-77,-110,-85,-67,-87,-82,-90,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
5,1657875151,T3,-77,-110,-85,-67,-87,-82,-90,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
6,1657875152,T3,-77,-110,-92,-64,-87,-82,-91,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
7,1657875153,T3,-77,-110,-92,-64,-87,-82,-91,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
8,1657875154,T3,-77,-110,-92,-64,-87,-82,-91,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
9,1657875155,T3,-77,-110,-92,-64,-110,-82,-91,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
10,1657875156,T3,-77,-110,-92,-64,-110,-82,-91,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
11,1657875157,T3,-77,-110,-92,-64,-110,-82,-91,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
12,1657875158,T3,-77,-110,-92,-64,-110,-82,-91,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
13,1657875159,T3,-83,-110,-83,-68,-82,-78,-91,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
14,1657875160,T3,-83,-110,-83,-68,-82,-78,-91,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
15,1657875161,T3,-83,-110,-83,-68,-82,-78,-91,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
0,1657875185,T4,-91,-90,-85,-58,-78,-84,-91,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
1,1657875186,T4,-91,-90,-85,-58,-78,-84,-91,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
2,1657875187,T4,-91,-90,-85,-58,-78,-84,-91,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
3,1657875188,T4,-91,-90,-85,-58,-78,-84,-91,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
4,1657875189,T4,-91,-90,-85,-58,-78,-84,-91,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
